House or Senate,Date,Time Convened,Time Adjourned,Time in Session (minutes),"Working Day? (x = working day, pf = pro forma, NS = not in session)",Scraped adjournment string,url,Time in Session,Working Day?
House,12/1/23,09:00AM,13:31PM,271,x,.Adjournment: The House met at 9 a.m. and adjourned at 1:31 p.m.,https://www.congress.gov/congressional-record/2023/12/1/daily-digest,,
Senate,12/4/23,3:00 PM,6:46 PM,3:46,x,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 12 p.m. and adjourned at 5:35 p.m.,https://www.congress.gov/congressional-record/2023/12/4/daily-digest,,
House,12/4/23,12:00PM,17:35PM,335,x,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 12 p.m. and adjourned at 5:35 p.m.,https://www.congress.gov/congressional-record/2023/12/4/daily-digest,,
Senate,12/5/23,10:00,18:58,8:58,x,.Adjournment: The House met at 10 a.m. and adjourned at 4:36 p.m.,https://www.congress.gov/congressional-record/2023/12/5/daily-digest,,
House,12/5/23,10:00AM,16:36PM,396,x,.Adjournment: The House met at 10 a.m. and adjourned at 4:36 p.m.,https://www.congress.gov/congressional-record/2023/12/5/daily-digest,,
Senate,12/6/23,10:00,19:07,9:07,x,.),https://www.congress.gov/congressional-record/2023/12/6/daily-digest,,
House,12/6/23,10:00AM,21:54PM,714,x,.Adjournment: The House met at 10 a.m. and adjourned at 9:54 p.m.,https://www.congress.gov/congressional-record/2023/12/6/daily-digest,,
Senate,12/7/23,10:00,16:50,6:50,x,.),https://www.congress.gov/congressional-record/2023/12/7/daily-digest,,
House,12/7/23,09:00AM,13:22PM,262,x,.Adjournment: The House met at 9 a.m. and adjourned at 1:22 p.m.,https://www.congress.gov/congressional-record/2023/12/7/daily-digest,,
Senate,12/11/23,15:02,19:00,3:58,x,,https://www.congress.gov/congressional-record/2023/12/11/daily-digest,,
House,12/11/23,12:00,20:49,8:49,x,,https://www.congress.gov/congressional-record/2023/12/11/daily-digest,,
Senate,12/12/23,10:30,18:30,8:00,x,.),https://www.congress.gov/congressional-record/2023/12/12/daily-digest,,
House,12/12/23,10:00AM,19:36PM,576,x,.Adjournment: The House met at 10 a.m. and adjourned at 7:36 p.m.,https://www.congress.gov/congressional-record/2023/12/12/daily-digest,,
Senate,12/13/23,10:00 AM,7:44 PM,9:44,x,.Adjournment: The House met at 10 a.m. and adjourned at 8:06 p.m.,https://www.congress.gov/congressional-record/2023/12/13/daily-digest,,
House,12/13/23,10:00AM,20:06PM,606,x,.Adjournment: The House met at 10 a.m. and adjourned at 8:06 p.m.,https://www.congress.gov/congressional-record/2023/12/13/daily-digest,,
Senate,12/14/23,10:00 AM,6:09 PM,8:09,x,.),https://www.congress.gov/congressional-record/2023/12/14/daily-digest,,
House,12/14/23,09:00AM,13:54PM,294,x,.Adjournment: The House met at 9 a.m. and adjourned at 1:54 p.m.,https://www.congress.gov/congressional-record/2023/12/14/daily-digest,,
Senate,12/15/23,,,,NS,.Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 10 a.m. and adjourned at 10:05 a.m.,https://www.congress.gov/congressional-record/2023/12/15/daily-digest,,
House,12/15/23,10:00AM,10:05AM,5,pf,.Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 10 a.m. and adjourned at 10:05 a.m.,https://www.congress.gov/congressional-record/2023/12/15/daily-digest,,
Senate,12/18/23,15:00,19:18,4:18,x,,https://www.congress.gov/congressional-record/2023/12/18/daily-digest,,
House,12/18/23,,,,NS,,https://www.congress.gov/congressional-record/2023/12/18/daily-digest,,
Senate,12/19/23,11:00,21:38,10:38,x,Senate Message: Message received from the Senate by the Clerk and subsequently presented to the House today appears on pages 6995-96.Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 2 p.m. and adjourned at 2:12 p.m.,https://www.congress.gov/congressional-record/2023/12/19/daily-digest,,
House,12/19/23,14:00PM,14:12PM,12,pf,Senate Message: Message received from the Senate by the Clerk and subsequently presented to the House today appears on pages 6995-96.Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 2 p.m. and adjourned at 2:12 p.m.,https://www.congress.gov/congressional-record/2023/12/19/daily-digest,,
Senate,12/20/23,12:03,18:27,6:24,x,.),https://www.congress.gov/congressional-record/2023/12/20/daily-digest,,
House,12/20/23,,,,NS,.),https://www.congress.gov/congressional-record/2023/12/20/daily-digest,,
Senate,12/22/23,8:00,8:00,0:00,pf,.Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 9 a.m. and adjourned at 9:04 a.m.,https://www.congress.gov/congressional-record/2023/12/22/daily-digest,,
House,12/22/23,09:00AM,09:04AM,4,pf,.Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 9 a.m. and adjourned at 9:04 a.m.,https://www.congress.gov/congressional-record/2023/12/22/daily-digest,,
Senate,12/26/23,,,,pf,Daily Digest SenateChamber Action The Senate met at 9:00:10 a.m. in pro forma session and adjourned at 9:00:41 a.m. until 10:30 a.m. on Friday December 29.,https://www.congress.gov/congressional-record/2023/12/26/daily-digest,,
House,12/26/23,09:30AM,09:32AM,2,pf,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 9:30 a.m. and adjourned at 9:32 a.m.,https://www.congress.gov/congressional-record/2023/12/26/daily-digest,,
Senate,12/29/23,,,,pf,Daily Digest SenateChamber Action The Senate met at 10:30:12 a.m. in pro forma session and adjourned at 10:30:44 a.m. until 11:45 a.m. on Tuesday January 2 2024.,https://www.congress.gov/congressional-record/2023/12/29/daily-digest,,
House,12/29/23,10:30AM,10:32AM,2,pf,Quorum Calls--Votes: There were no yea-and-nay votes and there were no recorded votes. There were no quorum calls.Adjournment: The House met at 10:30 a.m. and adjourned at 10:32 a.m.,https://www.congress.gov/congressional-record/2023/12/29/daily-digest,,
Senate,1/2/24,,,,pf,Daily Digest SenateChamber Action The Senate met at 11:47:30 a.m. in pro forma session and adjourned at 11:48:01 a.m. until 12 noon on Wednesday January 3 2024.,https://www.congress.gov/congressional-record/2024/1/2/daily-digest,,
House,1/2/24,09:00AM,09:03AM,3,pf,Quorum Calls--Votes: There were no yea-and-nay votes and there were no recorded votes. There were no quorum calls.Adjournment: The House met at 9 a.m. and adjourned at 9:03 a.m.,https://www.congress.gov/congressional-record/2024/1/2/daily-digest,,
Senate,1/3/24,12:00,12:00,0:00,pf,,https://www.congress.gov/congressional-record/2024/1/3/daily-digest,,
House,1/3/24,12:00,12:03,0:03,pf,,https://www.congress.gov/congressional-record/2024/1/3/daily-digest,,
Senate,1/5/24,,,,pf,Daily Digest SenateChamber Action The Senate met at 10 a.m. in pro forma session and adjourned at 10:00:33 a.m. until 3 p.m. on Monday January 8 2024.,https://www.congress.gov/congressional-record/2024/1/5/daily-digest,,
House,1/5/24,10:00AM,10:03AM,3,pf,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 10 a.m. and adjourned at 10:03 a.m.,https://www.congress.gov/congressional-record/2024/1/5/daily-digest,,
Senate,1/8/24,15:00,18:34,3:34,x,.),https://www.congress.gov/congressional-record/2024/1/8/daily-digest,,
House,1/8/24,,,,NS,.),https://www.congress.gov/congressional-record/2024/1/8/daily-digest,,
Senate,1/9/24,10:00,18:00,8:00,x,.Adjournment: The House met at 6:30 p.m. and adjourned at 7:53 p.m.,https://www.congress.gov/congressional-record/2024/1/9/daily-digest,,
House,1/9/24,18:30PM,19:53PM,83,x,.Adjournment: The House met at 6:30 p.m. and adjourned at 7:53 p.m.,https://www.congress.gov/congressional-record/2024/1/9/daily-digest,,
Senate,1/10/24,10:00 AM,17:21,7:21,x,.),https://www.congress.gov/congressional-record/2024/1/10/daily-digest,,
House,1/10/24,10:00AM,17:27PM,447,x,.Adjournment: The House met at 10 a.m. and adjourned at 5:27 p.m.,https://www.congress.gov/congressional-record/2024/1/10/daily-digest,,
Senate,1/11/24,10:00 AM,3:11 PM,5:11,x,,https://www.congress.gov/congressional-record/2024/1/11/daily-digest,,
House,1/11/24,10:00AM,19:48PM,588,x,.Adjournment: The House met at 10 a.m. and adjourned at 7:48 p.m.,https://www.congress.gov/congressional-record/2024/1/11/daily-digest,,
Senate,1/12/24,,,,pf,Daily Digest SenateChamber Action The Senate met at 8:45:00 a.m. in pro forma session and adjourned at 8:45:29 a.m. until 3 p.m. on Tuesday January 16 2024.,https://www.congress.gov/congressional-record/2024/1/12/daily-digest,,
House,1/12/24,09:00AM,11:49AM,169,x,.Adjournment: The House met at 9 a.m. and adjourned at 11:49 a.m.,https://www.congress.gov/congressional-record/2024/1/12/daily-digest,,
Senate,1/16/24,3:00 PM,9:10 PM,6:10,x,.),https://www.congress.gov/congressional-record/2024/1/16/daily-digest,,
House,1/16/24,12:00PM,17:48PM,348,x,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 12 p.m. and adjourned at 5:48 p.m.,https://www.congress.gov/congressional-record/2024/1/16/daily-digest,,
Senate,1/17/24,11:00 AM,9:10 PM,10:10,x,.),https://www.congress.gov/congressional-record/2024/1/17/daily-digest,,
House,1/17/24,10:00AM,18:57PM,537,x,.Adjournment: The House met at 10 a.m. and adjourned at 6:57 p.m.,https://www.congress.gov/congressional-record/2024/1/17/daily-digest,,
Senate,1/18/24,11:00 AM,3:07 PM,4:07,x,.Adjournment: The House met at 10 a.m. and adjourned at 6:53 p.m.,https://www.congress.gov/congressional-record/2024/1/18/daily-digest,,
House,1/18/24,10:00AM,18:53PM,533,x,.Adjournment: The House met at 10 a.m. and adjourned at 6:53 p.m.,https://www.congress.gov/congressional-record/2024/1/18/daily-digest,,
Senate,1/22/24,3:00 PM,6:35 PM,3:35,x,.),https://www.congress.gov/congressional-record/2024/1/22/daily-digest,,
House,1/22/24,11:00AM,11:05AM,5,pf,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 11 a.m. and adjourned at 11:05 a.m.,https://www.congress.gov/congressional-record/2024/1/22/daily-digest,,
Senate,1/23/24,10:00,18:15,8:15,x,.),https://www.congress.gov/congressional-record/2024/1/23/daily-digest,,
House,1/23/24,,,,NS,.),https://www.congress.gov/congressional-record/2024/1/23/daily-digest,,
Senate,1/24/24,10:00,19:10,9:10,x,.),https://www.congress.gov/congressional-record/2024/1/24/daily-digest,,
House,1/24/24,,,,NS,.),https://www.congress.gov/congressional-record/2024/1/24/daily-digest,,
Senate,1/25/24,10:00,15:49,15:49,x,.),https://www.congress.gov/congressional-record/2024/1/25/daily-digest,,
House,1/25/24,15:00PM,15:04PM,4,pf,Adjournment: The House met at 3 p.m. and adjourned at 3:04 p.m.,https://www.congress.gov/congressional-record/2024/1/25/daily-digest,,
Senate,1/26/24,,,,pf,Daily Digest SenateChamber Action The Senate met at 9 a.m. in pro forma session and adjourned at 9:00:33 a.m. until 3 p.m. on Tuesday January 30 2024.,https://www.congress.gov/congressional-record/2024/1/26/daily-digest,,
House,1/26/24,,,,NS,,https://www.congress.gov/congressional-record/2024/1/26/daily-digest,,
Senate,1/29/24,,,,NS,.Adjournment: The House met at 12 p.m. and adjourned at 7:32 p.m.,https://www.congress.gov/congressional-record/2024/1/29/daily-digest,,
House,1/29/24,12:00PM,19:32PM,452,x,.Adjournment: The House met at 12 p.m. and adjourned at 7:32 p.m.,https://www.congress.gov/congressional-record/2024/1/29/daily-digest,,
Senate,1/30/24,3:00 PM,6:39,3:39,x,.),https://www.congress.gov/congressional-record/2024/1/30/daily-digest,,
House,1/30/24,10:00AM,19:15PM,555,x,.Adjournment: The House met at 10 a.m. and adjourned at 7:15 p.m.,https://www.congress.gov/congressional-record/2024/1/30/daily-digest,,
Senate,1/31/24,10:00 AM,7:09 PM,9:09,x,.),https://www.congress.gov/congressional-record/2024/1/31/daily-digest,,
House,1/31/24,10:00AM,21:17PM,677,x,.Adjournment: The House met at 10 a.m. and adjourned at 9:17 p.m.,https://www.congress.gov/congressional-record/2024/1/31/daily-digest,,
Senate,2/1/24,11:00 AM,3:54 PM,4:54,x,.),https://www.congress.gov/congressional-record/2024/2/1/daily-digest,,
House,2/1/24,09:00AM,12:29PM,209,x,.Adjournment: The House met at 9 a.m. and adjourned at 12:29 p.m.,https://www.congress.gov/congressional-record/2024/2/1/daily-digest,,
Senate,2/5/24,3:00 PM,6:26 PM,3:26,x,.Adjournment: The House met at 12 p.m. and adjourned at 10 p.m.,https://www.congress.gov/congressional-record/2024/2/5/daily-digest,,
House,2/5/24,12:00PM,22:00PM,600,x,.Adjournment: The House met at 12 p.m. and adjourned at 10 p.m.,https://www.congress.gov/congressional-record/2024/2/5/daily-digest,,
Senate,2/6/24,10:00 AM,6:49 PM,8:49,x,.),https://www.congress.gov/congressional-record/2024/2/6/daily-digest,,
House,2/6/24,12:00PM,21:23PM,563,x,.Adjournment: The House met at 12 p.m. and adjourned at 9:23 p.m.,https://www.congress.gov/congressional-record/2024/2/6/daily-digest,,
Senate,2/7/24,12:00 PM,7:17 PM,7:17,x,,https://www.congress.gov/congressional-record/2024/2/7/daily-digest,,
House,2/7/24,09:00AM,13:29PM,269,x,.Adjournment: The House met at 9 a.m. and adjourned at 1:29 p.m.,https://www.congress.gov/congressional-record/2024/2/7/daily-digest,,
Senate,2/8/24,12:00 PM,6:18 PM,6:18,x,,https://www.congress.gov/congressional-record/2024/2/8/daily-digest,,
House,2/8/24,,,,NS,,https://www.congress.gov/congressional-record/2024/2/8/daily-digest,,
Senate,2/9/24,12:00 PM,8:45 PM,8:45 PM,x,.),https://www.congress.gov/congressional-record/2024/2/9/daily-digest,,
House,2/9/24,10:00AM,10:02AM,2,pf,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 10 a.m. and adjourned at 10:02 a.m.,https://www.congress.gov/congressional-record/2024/2/9/daily-digest,,
Senate,2/10/24,12:00,17:41,5:41,x,.),https://www.congress.gov/congressional-record/2024/2/10/daily-digest,,
House,2/10/24,,,,NS,,https://www.congress.gov/congressional-record/2024/2/10/daily-digest,,
Senate,2/11/24,12:00,19:50,7:50,x,.),https://www.congress.gov/congressional-record/2024/2/11/daily-digest,,
House,2/11/24,,,,NS,,https://www.congress.gov/congressional-record/2024/2/11/daily-digest,,
Senate,2/12/24,12:00,7:16,19:16,x,,https://www.congress.gov/congressional-record/2024/2/12/daily-digest,,
House,2/12/24,,,,NS,,https://www.congress.gov/congressional-record/2024/2/12/daily-digest,,
Senate,2/13/24,,,,NS,.Adjournment: The House met at 12 p.m. and adjourned at 8:12 p.m.,https://www.congress.gov/congressional-record/2024/2/13/daily-digest,,
House,2/13/24,12:00PM,20:12PM,492,x,.Adjournment: The House met at 12 p.m. and adjourned at 8:12 p.m.,https://www.congress.gov/congressional-record/2024/2/13/daily-digest,,
Senate,2/14/24,,,,NS,,https://www.congress.gov/congressional-record/2024/2/14/daily-digest,,
House,2/14/24,10:00AM,20:08PM,608,x,.Adjournment: The House met at 10 a.m. and adjourned at 8:08 p.m.,https://www.congress.gov/congressional-record/2024/2/14/daily-digest,,
Senate,2/15/24,,,,NS,,https://www.congress.gov/congressional-record/2024/2/15/daily-digest,,
House,2/15/24,10:00AM,16:54PM,414,x,Adjournment: The House met at 10 a.m. and adjourned at 4:54 p.m.,https://www.congress.gov/congressional-record/2024/2/15/daily-digest,,
Senate,2/16/24,,,,pf,Daily Digest SenateChamber Action The Senate met at 3:47:29 p.m. in pro forma session and adjourned at 3:47:59 p.m. until 9 a.m. on Tuesday February 20 2024.,https://www.congress.gov/congressional-record/2024/2/16/daily-digest,,
House,2/16/24,10:00AM,10:02AM,2,pf,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 10 a.m. and adjourned at 10:02 a.m.,https://www.congress.gov/congressional-record/2024/2/16/daily-digest,,
